price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,yr_built
340500,3,2,1810,10463,1,4,7,1810,1969
1012000,4,3,2980,16263,2,3,9,2980,1989
335000,2,2,1350,2560,1,3,8,1350,1976
425000,3,2,1540,8011,1,3,7,1540,1988
353000,3,3,2510,9240,2,4,8,2510,2001
540000,3,3,1670,5146,2,3,8,1670,1991
640000,5,4,3690,11928,2,3,9,2540,2006
339950,3,1,1320,11457,1,3,8,1320,1959
195000,3,2,1510,8400,1,2,7,980,1979
322000,3,2,1510,8400,1,2,7,980,1979
660000,4,2,1870,10450,1,3,8,1620,1978
280000,6,3,2400,9373,2,3,7,2400,1991
300000,6,3,2400,9373,2,3,7,2400,1991
207500,3,1,1170,8816,1,4,6,1170,1966
195000,3,2,1190,8726,1,3,7,1190,1956
700000,3,2,2080,3880,1,5,7,1160,1954
560000,4,2,2150,8555,1,4,7,1460,1982
260000,3,2,1580,7344,1,5,7,1580,1911
575000,3,2,1580,7344,1,5,7,1580,1911
475000,3,3,2370,3239,2,3,8,1950,2006
285000,3,2,1840,8601,1,3,7,920,1905
753888,4,3,2660,5500,2,3,9,2660,2003
650000,3,3,2190,3600,2,3,9,2190,2003
620000,3,2,1660,3478,2,4,7,1100,1929
526000,3,2,1780,37801,1,3,7,1300,1977
155000,2,1,700,5200,1,5,6,700,1952
342000,4,2,1570,11200,1,3,7,1120,1959
390000,3,2,1220,216332,1,3,7,1220,1981
685000,3,3,3150,219978,2,4,9,3000,1990
608000,4,3,2690,4736,2,3,7,2690,2001
179900,2,1,680,6400,1,3,6,680,1943
1245000,6,3,3750,14150,2,5,9,2750,1936
166000,3,1,1010,11675,1,3,7,1010,1957
462000,3,2,1710,4500,2,3,8,1410,1928
545000,4,3,2090,6023,2,3,8,2090,1990
415000,3,1,1560,4500,2,3,7,1560,1903
269000,3,3,1560,4200,2,3,7,1560,2003
356500,4,3,2570,11473,2,3,8,2570,2008
225000,3,1,1010,7633,1,4,6,1010,1961
175000,2,1,1020,5130,1,4,6,1020,1948
549000,5,3,1710,9720,2,4,8,1710,1974
535000,3,3,2300,12197,2,3,8,2300,1989
627000,4,2,1990,7712,1,3,8,1210,1973
565000,3,2,2730,15677,3,3,9,2730,1976
392450,4,2,2195,2681,1,3,7,1060,1912
509000,2,2,1560,4675,1,3,8,1560,2006
340000,3,3,1400,4800,1,3,7,1200,1921
537000,3,3,1400,4800,1,3,7,1200,1921
865000,4,3,3690,9892,2,3,10,3690,1998
358000,2,1,1140,8340,1,3,7,1140,1948
595000,4,2,1920,3225,2,5,7,1300,1923
661000,4,3,2496,8058,2,3,9,2496,1998
419950,3,2,2280,8500,1,4,7,1680,1977
490000,4,4,3200,6420,2,3,9,3200,2006
525000,2,1,880,4000,1,3,7,880,1940
350000,3,2,1320,1298,3,3,7,1320,1995
552500,3,3,2450,3582,2,3,9,2450,2008
210000,3,1,1040,8970,1,4,6,1040,1961
390000,3,3,2480,53250,2,3,9,2480,1990
336800,5,2,1830,16650,2,3,7,1610,1958
465000,3,3,1440,4473,2,3,7,1440,2003
299900,4,3,1580,3632,2,3,7,1580,2011
715000,3,3,3230,5000,2,3,9,3230,2006
235000,4,3,1810,39639,1,3,7,1230,1970
276000,3,3,2495,4400,2,3,8,2495,2007
265000,4,2,1740,12728,1,4,7,1180,1964
425000,3,2,1680,3000,1,4,6,840,1900
313000,4,3,2460,10320,2,3,8,2460,1993
715000,3,3,3050,6000,1,3,8,1720,1984
265000,3,2,1630,10969,2,3,7,1630,1991
646000,3,3,2460,6413,2,3,9,2460,2004
175000,3,1,1030,6600,1,3,7,1030,1954
649000,3,3,3410,13809,1,4,10,2450,1973
785000,3,3,2310,5200,1,4,7,1520,1940
890000,4,3,2610,4400,1,5,8,1260,1920
612000,3,3,2330,10327,1,3,9,2330,1998
330000,4,3,2980,5674,2,3,8,2980,2003
493000,3,2,1790,11393,1,3,8,1790,1978
1600000,4,2,2940,5735,1,3,9,1470,1957
1620000,4,3,3900,9750,1,5,10,2520,1972
1650000,4,3,3900,9750,1,5,10,2520,1972
499000,3,3,1750,2150,3,3,7,1230,1900
603500,6,3,2660,8400,1,5,8,1550,1962
530000,2,2,1580,3680,1,3,8,1280,1941
895000,5,3,2350,14197,1,4,8,1220,1962
267345,4,2,2510,8165,1,4,7,1610,1972
275000,3,3,1480,15639,2,3,8,1480,1987
439950,3,2,1720,223377,1,3,7,1240,1950
455000,3,2,1470,4653,2,4,7,1470,1985
630000,3,2,1540,6930,1,3,7,1250,1944
690000,3,3,2820,5001,2,3,9,2820,2004
212000,4,2,1250,12705,1,4,7,1250,1971
231500,4,2,2080,7526,1,4,7,1280,1985
1237500,4,3,5180,49936,2,4,10,5180,1991
378500,3,3,2860,43821,2,4,9,2860,1990
482000,4,3,2710,35868,2,3,9,2710,1989
695000,2,1,1140,3990,1,3,7,1140,1924
965000,4,3,4070,57587,2,3,10,4070,1989
675000,3,2,1710,5913,1,4,8,1120,1941
387000,3,2,1340,6500,1,3,7,1340,1972
347500,4,3,2290,7000,2,3,8,2290,1977
385000,3,2,1860,7400,1,3,8,930,1922
265000,3,1,1080,4930,1,3,6,1080,1950
406000,3,1,960,5264,1,3,7,960,1953
134000,2,2,980,5000,2,3,7,980,1922
415000,3,1,1500,3399,2,5,7,1300,1926
375000,3,2,1440,8775,1,3,7,1440,1973
620000,4,3,2580,7465,2,3,8,2580,1993
337500,5,3,2070,4698,2,3,7,2070,1999
565000,3,3,1880,12368,1,4,7,1260,1967
399500,3,2,2420,12676,2,3,7,2420,1911
1065000,2,2,1890,9466,2,3,8,1890,1987
352500,3,2,1920,33630,1,3,8,1920,1992
259000,3,2,1870,5909,1,3,7,1270,1986
320000,2,1,900,7620,1,3,7,900,1971
733000,3,3,2160,9888,2,4,9,2160,1989
381500,2,1,900,2910,1,5,7,900,1924
343000,2,1,1180,9261,1,4,7,940,1957
205500,2,1,900,6400,1,5,6,900,1938
525000,3,2,1600,16530,1,5,7,1600,1967
300000,3,2,1500,8352,1,5,6,750,1943
299000,2,1,1070,189486,1,3,6,1070,1942
561000,4,3,2570,5250,2,3,8,2570,1990
450000,3,1,1210,4000,2,3,7,1090,1928
540000,4,3,1850,7850,2,3,8,1850,1985
379000,3,3,1740,30886,2,3,8,1740,1992
230000,3,1,1300,14000,1,4,7,1300,1958
399950,3,3,2000,30605,2,4,8,2000,1989
355000,5,3,3220,5806,2,3,8,3220,2002
580000,4,2,2160,9593,1,3,8,2160,1969
700000,3,2,2130,4299,2,4,7,1680,1922
279900,3,2,1580,8151,1,4,7,1100,1962
210000,3,1,1200,7500,1,3,6,1200,1905
1165000,3,3,3790,5001,2,3,10,2810,1989
290300,2,1,860,3874,1,4,6,860,1931
1599950,5,5,5130,43123,2,3,11,5130,1996
490000,3,1,1600,6380,2,3,7,1400,1939
606000,4,3,2110,13850,2,3,9,2110,1987
359950,3,1,1400,4980,1,3,6,950,1943
677100,3,2,2110,9199,1,3,10,2110,1993
465000,3,2,1430,7125,1,4,7,1430,1984
4500000,5,6,6640,40014,2,3,12,6350,2004
500000,3,2,3040,41072,1,4,8,1520,1978
455000,2,1,980,5000,1,4,7,980,1950
705000,6,2,2570,4240,2,4,7,1970,1911
420000,3,3,2060,7020,1,4,8,1460,1967
169575,3,1,1300,8284,1,3,7,1300,1968
250000,3,1,1300,8284,1,3,7,1300,1968
530000,3,2,1680,7262,1,5,7,1180,1973
590000,5,3,4020,40341,1,5,8,2170,1970
257500,3,2,1530,14087,1,3,7,1070,1979
415000,3,1,1170,6700,1,3,8,1170,1957
536000,3,2,1580,3764,2,3,7,1280,1945
246500,3,2,1270,11600,1,4,7,1270,1964
395000,3,2,1480,7700,1,3,8,1480,1975
739000,3,2,2220,10530,1,4,8,1700,1974
1272000,4,3,3200,13729,2,3,11,3200,1984
190000,3,1,910,10575,1,4,7,910,1968
305000,3,2,1480,9086,1,3,7,1480,1962
925000,4,4,3770,13058,2,4,8,3770,1983
895000,4,3,3500,13444,2,3,10,2360,1977
656000,3,2,1480,7475,2,3,8,1480,1943
560000,4,1,1660,4690,2,3,7,1260,1945
610000,5,2,2520,11700,2,3,9,2520,1977
645000,4,3,2850,37522,2,3,9,2850,1987
259000,3,3,2153,4400,2,3,8,2153,2007
980000,4,3,3780,10962,2,3,10,3780,1990
872000,4,4,3770,9750,1,4,9,1940,1967
1000000,6,3,3600,9675,1,4,9,1940,1977
900000,3,3,2980,12600,2,3,8,1590,1941
475000,4,2,2320,5534,2,4,7,1540,1915
350000,5,3,2980,13482,1,4,8,1730,1975
840000,4,2,2930,11562,1,3,9,1670,1947
500000,4,3,2040,8400,1,3,8,1420,1963
202500,3,2,1510,9898,1,3,7,1110,1954
523000,4,3,2660,65340,2,3,8,2660,1988
225000,3,3,1740,10050,2,3,7,1740,1989
418200,3,2,2240,9542,1,3,7,1190,1980
356500,4,2,1570,9670,1,3,7,1170,1959
670000,4,3,2500,5000,2,4,7,1460,1926
456150,3,2,1750,12408,1,5,7,1150,1962
471000,4,3,3030,9687,2,3,8,2020,1998
558000,3,3,1680,934,3,3,8,1680,2008
1380000,6,5,5740,10312,2,3,11,3610,2000
161500,3,1,1220,6000,1,5,7,1220,1961
311000,3,1,1310,8370,2,3,7,1310,1962
470000,6,2,2490,8732,2,4,8,2490,1966
569000,3,3,2220,8227,2,5,8,1770,1929
689000,4,3,2240,7350,2,3,9,2240,1989
271900,3,2,1890,11875,1,3,7,1230,1979
278000,4,3,1850,6037,2,3,7,1850,1991
820000,2,3,2210,4440,2,4,8,1440,1931
399500,3,2,1410,7700,1,4,7,1410,1967
462000,3,3,1890,2614,2,4,9,1890,1979
347500,3,1,1830,12036,1,3,7,1550,1977
562100,2,1,1440,3700,1,3,7,1200,1914
230000,2,1,950,7560,1,3,6,950,1958
687000,4,3,2370,10083,2,5,8,2370,1966
725786,4,3,3070,5762,2,3,10,3070,2000
315500,3,1,1300,12600,1,4,7,1300,1969
312000,4,2,1300,7054,1,3,7,1300,1950
343000,3,3,1210,1173,2,3,8,1000,2002
385195,1,1,710,6000,2,3,6,710,2015
415000,4,2,2240,12650,1,4,8,1730,1981
461000,3,2,3600,8666,2,4,6,2400,1948
369990,4,3,1960,7133,2,3,7,1960,2002
349950,4,3,1820,3134,2,3,7,1820,1999
285750,3,2,1960,17126,1,3,8,1400,1966
542500,4,2,1750,10160,1,3,8,1320,1972
830000,5,4,3700,5400,2,3,9,2890,2011
705000,4,3,2910,20946,2,4,8,2350,1976
615000,2,1,1270,5000,1,3,8,1090,1949
184500,2,1,720,5880,1,3,6,720,1940
412000,2,1,1040,5120,1,3,7,1040,1901
250000,3,2,2210,11111,2,3,7,2210,1934
580000,5,2,2060,6000,2,3,7,2060,1903
220000,2,1,780,6000,1,5,6,780,1923
675000,4,3,2240,8937,1,4,8,1460,1976
373500,2,1,800,3330,1,3,7,800,1918
662700,2,2,2440,6900,2,3,7,1590,1910
239950,5,1,1460,6032,2,4,6,1460,1941
383000,3,1,1150,10196,1,4,7,1150,1957
485000,3,3,2650,12350,1,4,7,1470,1975
610000,4,3,2600,36583,1,5,8,1580,1976
545000,6,2,1820,6250,1,3,7,1130,1954
780000,2,3,2560,2500,2,5,8,1690,1901
305000,3,3,1714,3240,2,3,8,1714,2005
405000,3,1,1330,15678,1,3,7,900,1984
1110000,5,4,7350,12231,2,3,11,4750,2001
273000,3,2,2050,9045,2,4,6,2050,1959
326500,3,1,1810,12375,2,3,7,1810,1970
365000,3,2,1380,9134,1,5,7,880,1981
1000750,3,3,3070,10739,2,3,10,2440,1987
422500,2,1,800,4046,1,3,7,800,1940
354450,4,3,2140,9920,2,3,8,2140,1993
320000,3,1,1330,9540,1,4,7,1330,1971
223000,3,1,1030,9120,1,3,7,1030,1961
410000,3,3,1740,4948,2,3,7,1740,2008
438000,3,1,1200,4000,2,4,6,1200,1923
390000,3,3,1490,2944,2,3,7,960,1993
298500,4,3,1890,5954,2,3,7,1890,2004
749999,5,2,3060,13630,2,3,10,3060,1989
779000,6,3,3250,12000,1,3,8,1800,1966
570000,3,3,2730,11936,2,3,8,1530,1978
385000,3,1,810,4600,1,3,6,810,1918
649000,4,2,2240,11040,1,5,8,1120,1961
283000,3,1,1740,5247,1,3,7,1270,1947
699900,4,2,2380,16236,1,3,7,1540,1961
278500,4,1,1540,8400,1,3,7,770,1971
700000,4,2,2340,9100,1,3,8,1610,1975
535000,4,3,2710,45963,2,3,9,2710,1995
234500,3,2,1310,18400,1,3,7,870,1954
374150,3,2,1390,9585,1,4,7,1390,1973
397000,4,3,2201,9542,2,3,8,2201,2006
613000,3,2,1960,10385,1,3,8,1960,1988
1150000,3,3,2850,10474,1,4,8,1730,1954
595000,4,2,1880,4080,1,3,7,940,1924
340000,5,3,2440,6858,2,3,8,2440,2003
388000,4,3,2560,5800,2,3,9,2560,2005
404000,3,2,1410,15210,1,3,7,1410,1950
810000,3,2,2870,6360,2,4,8,1790,1946
405000,4,3,2620,9359,2,3,9,2620,1987
726000,5,3,2970,10335,2,3,9,2970,2000
266000,3,3,1780,7214,1,4,7,1400,1986
722500,5,2,3700,7207,1,5,8,1850,1970
352000,4,3,1252,25002,1,3,8,992,1996
265000,4,2,1240,8158,1,4,7,1110,1961
856000,3,3,2160,3920,2,3,9,2160,2014
346950,3,3,2040,4348,2,4,8,2040,2006
866059,5,4,3130,4797,2,3,9,2570,2014
410000,3,3,2350,4456,2,3,7,2350,2004
370000,3,2,1570,16817,2,3,7,1570,1982
230000,3,1,1530,389126,2,4,7,1530,1919
400000,2,2,1520,5010,1,3,7,1520,1999
172000,3,1,1350,9680,1,4,7,820,1959
615000,3,2,1950,8480,1,4,8,1250,1962
860000,4,4,3950,9600,2,3,10,3950,1998
555000,3,2,2040,6000,1,5,7,1120,1958
579000,3,3,1990,4040,2,5,8,1390,1926
385000,3,2,1300,7030,1,3,7,1300,1968
420000,4,2,2030,12000,2,3,7,2030,1977
645000,3,2,2340,6750,2,5,7,1620,1914
549950,3,3,2160,6288,2,3,8,2160,1996
678000,3,3,2770,10000,1,5,8,1640,1962
199000,4,2,2030,8120,2,3,7,2030,1950
604000,3,1,1440,13824,1,4,7,1440,1957
268000,5,2,1730,10368,1,5,7,1010,1963
960000,5,4,4510,16305,2,3,10,2820,2003
509250,3,3,2100,7600,1,4,7,1450,1980
416000,3,3,1800,5372,2,3,8,1800,1987
190000,3,1,1090,8520,1,3,7,1090,1967
212000,3,2,1010,10000,1,4,7,1010,1973
325900,3,3,2040,9765,2,3,8,2040,1985
560000,3,4,2270,4088,2,3,8,1880,1996
275000,3,3,1730,5799,2,4,7,1730,1987
665000,4,3,2480,15411,2,3,8,2480,1994
1505000,4,4,3480,7232,2,3,9,2580,1926
375000,4,2,1720,2410,1,3,7,970,1930
359950,3,2,1570,6975,1,3,7,1040,1979
340000,4,3,3527,7200,2,3,7,3527,2005
401000,2,1,840,8100,1,4,7,840,1948
669000,2,2,1950,10766,1,4,6,1160,1952
638500,4,3,1980,6568,2,3,8,1980,2004
545000,2,2,1620,3760,2,5,7,1170,1924
524000,4,1,1980,7015,1,3,7,1260,1973
1610000,5,4,3530,13260,2,3,10,3530,2013
280000,2,1,1260,4800,1,3,6,1100,1947
828000,4,3,2120,10841,1,4,8,1500,1979
223000,3,2,1360,10573,1,4,7,1360,1984
1289000,4,4,3100,2261,2,3,9,2250,1981
750000,2,2,2370,155130,1,3,7,2370,1970
430000,2,1,1460,9207,1,3,7,1210,1947
711000,4,2,1980,10800,1,5,6,990,1948
310000,4,3,1930,7014,2,3,8,1930,1994
415000,5,2,3700,9140,1,3,8,1850,1957
274900,4,3,1970,6600,2,3,7,1970,1987
525000,3,3,2470,36445,2,4,8,2470,1980
179500,3,1,1180,32214,1,3,7,1180,1952
478000,3,1,1280,2580,2,3,8,1280,1910
195000,3,2,1380,7350,1,3,7,990,1981
385000,4,3,2740,10925,1,3,8,1670,1980
401000,3,3,2020,9505,1,3,7,1260,1969
522000,4,3,2835,6598,2,3,8,2835,2002
330000,4,2,1520,14417,1,4,7,1520,1968
503000,3,3,2190,4882,2,3,9,2190,1999
175000,5,2,1680,8400,1,4,7,1680,1979
963990,4,4,3915,6364,2,3,9,3915,2014
845000,5,2,1720,9972,1,4,8,1720,1951
157500,2,1,670,4500,1,3,5,670,1905
450000,2,3,1790,1709,2,3,7,1400,2001
925000,4,2,2440,11793,1,3,8,1420,1950
600000,2,1,920,5029,1,4,7,920,1938
709000,4,1,1680,4087,2,3,7,1680,1911
1385000,5,4,3290,6480,2,5,10,2190,1938
248000,3,3,2120,6840,1,3,7,1220,1984
245000,3,1,910,6630,1,4,6,910,1912
332000,2,1,1000,4776,1,4,6,1000,1942
459950,3,3,2340,4273,2,3,7,2340,2002
425000,3,2,1180,1800,2,3,8,1180,1994
460000,3,2,2080,50965,1,3,8,1590,1979
838300,6,3,3760,12978,1,3,9,2360,1967
256000,3,3,1480,7200,2,5,7,1480,1995
864000,3,3,3060,13554,2,3,10,3060,1984
900000,4,4,3070,4440,2,3,9,2030,1922
145600,3,1,1170,7560,1,3,6,1170,1958
865000,5,3,2900,6730,1,5,8,1830,1977
250250,3,2,2210,8000,2,4,8,2210,1969
162000,4,2,1440,7641,1,4,5,1440,1943
450000,4,2,1980,7350,1,3,7,1430,1973
675500,4,3,2060,21344,1,2,8,1460,1978
697000,3,2,2420,5304,2,5,7,1640,1947
1324050,3,3,3440,4080,2,3,9,2560,2005
490000,3,2,1600,16510,1,3,8,1600,1984
590000,3,2,2210,5742,1,3,8,1460,1951
280000,4,2,2250,16000,1,3,8,1450,1957
515000,2,1,1680,6500,1,4,7,1140,1941
576000,3,1,1140,5395,1,4,7,1010,1909
375000,3,2,1430,10574,2,3,7,1430,1981
478000,3,1,1440,7107,1,4,7,1000,1980
282000,3,1,1670,5200,1,5,7,1030,1977
1400000,4,5,3080,10550,2,3,8,1940,1976
593500,5,3,4300,50405,2,3,8,3220,1972
724950,4,4,3010,174240,2,3,9,3010,2004
306000,3,2,1560,7500,1,4,8,1560,1966
341000,4,2,1920,7665,1,4,8,1500,1975
399950,3,3,1400,4400,1,3,7,1400,1930
534000,5,2,2280,3600,2,3,7,2280,1992
635000,6,3,3880,5700,2,3,7,3880,2003
350000,2,1,1350,3880,1,3,6,950,1927
856000,3,2,1480,2700,2,3,7,1480,1928
582000,4,3,1670,1189,3,3,8,1427,2000
799000,4,3,3400,6742,2,3,9,3400,2004
423700,3,3,2070,3986,2,3,8,2070,1999
1835000,4,4,4870,39190,2,3,12,4870,1995
322000,3,2,1760,43575,1,3,7,1160,1988
929000,4,3,4030,57499,2,3,9,4030,2002
443000,2,1,1130,5413,1,3,7,880,1939
441500,3,2,1510,7700,1,3,7,1510,1968
875000,4,4,3110,108464,2,4,8,3110,1979
3600000,3,3,5020,12431,2,3,10,3420,1941
450000,2,1,740,5100,1,4,7,740,1947
425000,3,2,1630,10500,1,3,7,1100,1974
660000,4,2,2780,9900,2,4,10,2780,1978
763101,3,2,1990,5560,1,4,7,1100,1939
499000,4,3,2250,14149,2,3,9,2250,1992
521000,3,2,1720,37363,1,4,8,1350,1974
302000,2,1,900,423838,1,5,6,900,1925
293000,4,2,2360,6260,2,3,7,2360,1998
335000,3,2,1530,4580,2,3,7,1530,2011
499000,2,1,1450,3090,2,3,7,1450,1919
600000,3,2,2040,5000,2,3,7,1780,1924
720000,4,2,2620,11041,2,4,9,2620,1962
195000,2,2,1180,2553,2,3,6,1180,2005
249000,3,1,1110,8423,1,3,7,1110,1952
334000,3,2,1840,9781,2,3,7,1840,1989
599950,4,2,2720,7810,1,3,8,1510,1952
149900,2,2,1090,1950,1,4,8,1090,1982
700000,4,2,1730,6500,1,3,7,1250,1945
525000,4,2,1170,6240,1,4,6,1170,1960
1049000,4,4,4740,126759,2,4,10,4740,1991
402000,3,3,1960,8000,1,4,7,1290,1977
450000,3,2,1430,3480,1,3,7,980,1947
520000,3,2,2510,43995,2,3,8,2510,1981
205000,3,2,1420,6980,1,5,7,820,1980
635000,3,2,2680,175982,1,3,9,2680,2004
210500,3,1,1220,9600,1,5,7,1220,1958
406650,2,1,1070,6100,1,3,6,1070,1940
350000,3,2,1580,19998,1,4,7,1580,1968
425000,4,2,1820,6000,1,3,7,930,1942
798000,3,4,3590,6402,2,3,10,3590,1999
180000,3,1,1960,9583,2,2,5,1960,1908
1250000,5,3,3160,13238,2,5,8,3160,1972
435000,4,2,2030,4033,2,4,7,1630,1925
355000,3,2,1240,15867,1,3,7,1240,1962
3000000,5,3,5370,14091,2,3,10,3850,1918
685000,5,3,2670,14455,2,5,9,2670,1958
311000,3,1,1640,12060,1,4,7,1640,1960
305000,4,2,2130,9600,1,4,7,2130,1966
675000,3,3,2550,4954,2,4,7,1850,1924
769000,4,3,3630,15405,1,4,8,1850,1968
430000,3,2,1690,9708,2,5,7,1690,1954
516250,6,2,2390,8660,2,4,7,2390,1925
760000,3,4,2350,10739,1,5,7,1340,1940
579950,3,4,1420,1217,2,3,8,1180,2003
476000,3,2,1570,7187,1,4,8,1170,1980
510000,3,2,1600,19200,1,4,7,1600,1967
205000,2,1,720,5040,1,3,6,720,1955
240000,3,1,1470,7350,1,3,7,1470,1969
738000,5,4,2790,16952,2,3,10,1970,1991
420000,3,2,1720,8102,1,5,6,860,1940
455000,3,2,1300,9600,1,4,7,1300,1969
765000,4,1,2520,5500,2,5,8,1820,1912
372000,4,2,1780,7914,2,4,7,1780,1962
160000,3,1,1200,8360,1,2,6,1200,1948
772000,4,3,2990,9643,2,3,9,2990,2003
1125000,5,2,1910,5640,2,4,9,1910,1906
479000,3,1,1370,3000,2,3,7,1370,1924
570000,3,3,1910,4941,2,3,8,1910,1999
350000,4,1,1170,8147,2,3,6,1170,1959
353000,3,3,1250,864,3,3,8,1250,2004
699000,5,3,3340,24755,2,3,10,3340,2002
265000,3,2,1380,8536,2,4,7,1380,1955
167000,1,1,780,10235,2,3,6,780,1989
500000,4,2,2080,8000,1,3,8,1390,1964
700000,3,1,1410,7200,2,4,6,1410,1901
295000,1,1,520,5600,1,3,6,520,1918
1010000,4,4,3500,4080,2,3,9,2590,2004
209000,2,1,840,5265,1,5,6,840,1969
276000,3,2,2240,9200,1,4,7,1440,1968
380000,4,3,2100,5857,2,3,8,2100,2002
315000,3,2,1750,12500,1,3,7,1150,1954
685530,4,3,3130,60467,2,3,9,3130,1996
254600,3,2,1470,20000,1,4,7,1470,1968
230000,3,2,1440,5600,1,4,6,720,1942
335000,3,3,1430,1249,3,3,8,1430,2003
550000,4,3,2170,9600,1,3,7,1460,1980
123300,3,1,1150,8050,2,4,7,1150,1956
275436,4,3,2170,9658,2,3,7,2170,1966
325000,4,4,2630,3435,2,3,7,1640,1984
635000,4,3,2490,40608,2,3,9,2490,1997
513000,3,2,1710,5000,1,4,7,1110,1944
580000,4,3,2130,35752,1,3,8,1490,1980
225000,3,1,940,9272,1,3,7,940,1954
265000,3,1,1400,9460,1,3,7,1060,1961
313000,4,2,1630,3000,1,3,7,930,1978
296000,2,1,1370,8400,1,3,7,1370,1948
655500,4,3,2380,15800,1,3,8,1680,1957
250750,5,2,2140,12058,1,4,8,2140,1951
438000,4,3,1970,8545,2,3,8,1970,2004
590000,3,3,2550,54014,2,4,8,1980,1967
329500,3,1,1080,5250,1,4,7,1080,1947
1195000,3,2,3070,9645,2,3,10,2110,1987
415000,2,1,1470,6000,1,3,6,900,1944
900000,4,3,3620,42580,2,3,10,3620,1984
378000,3,2,1050,57499,1,3,7,1050,1975
474000,2,1,1050,403365,1,5,6,1050,1905
464000,3,1,1320,3625,2,3,7,1320,1900
310000,3,1,1210,7649,1,4,7,1210,1956
580000,3,2,1860,7190,2,5,7,1860,1952
999000,3,3,2830,505166,1,4,8,1830,1962
510000,2,1,810,6480,1,5,6,810,1942
650000,3,2,1630,7475,1,3,7,1160,1940
196000,3,1,880,19600,1,4,7,880,1978
220000,4,2,1660,11664,1,3,6,1010,1952
855000,3,2,3440,10628,2,3,10,3440,1985
483000,3,2,2110,10454,1,4,8,1440,1978
400000,3,1,1060,12000,1,3,7,1060,1952
435000,3,3,1900,7984,2,3,8,1900,1993
219500,1,1,820,1060,1,3,8,760,2007
2950000,4,4,4860,23885,2,3,12,4860,1996
427000,3,3,2050,3218,3,3,7,2050,2008
430000,2,2,1090,4013,2,3,7,1090,1900
685000,2,2,1090,4013,2,3,7,1090,1900
495000,2,2,1920,6250,1,3,7,1060,1937
299950,3,3,1870,7942,2,3,7,1870,1990
390000,4,2,2690,46609,2,3,7,2690,1940
385000,3,2,2160,5863,2,4,7,1260,1928
740000,4,3,3000,10392,2,3,9,3000,1995
991700,4,3,2290,2350,2,3,9,1610,1924
765000,3,3,2250,9600,3,4,9,1830,1909
802000,4,2,2130,8734,2,4,8,2130,1961
950000,4,3,2500,20000,1,4,8,1700,1969
392000,4,3,2300,41167,2,3,7,2300,1988
590000,3,3,3360,218235,1,3,8,3360,1989
425000,4,3,1920,9000,2,2,7,1920,1989
765000,5,2,2440,15143,2,4,8,1740,1944
313500,3,2,1440,3488,2,4,7,1440,1983
320000,3,1,1780,6840,2,4,6,1780,1947
604000,4,2,1490,4485,1,3,8,1350,1960
570000,3,2,1400,1657,2,3,8,1060,2004
639000,4,3,2150,12028,2,4,8,2150,1982
335000,4,2,1910,10200,1,4,7,1910,1963
896000,4,2,2660,3520,2,4,8,2080,1917
259500,3,2,1650,12349,1,3,7,1650,1957
637000,3,2,1980,6000,1,4,7,1380,1958
307450,4,3,2690,8874,1,3,8,1370,1980
535000,3,2,1380,3561,1,4,7,860,1925
669500,4,2,2500,4046,2,4,7,1520,1940
259000,3,2,1590,7148,1,3,7,1590,1952
441000,4,2,1100,3300,1,1,7,1100,1919
228800,4,3,1470,1612,2,3,7,980,2003
530000,2,2,1680,4950,1,3,8,1680,2006
524000,2,2,1450,2272,1,4,6,750,1924
430000,4,2,2020,4840,2,5,8,1200,1925
1325000,4,3,2470,4760,2,5,9,1890,1906
210000,3,1,1230,12201,1,3,7,1230,1969
449000,4,3,1850,5040,1,3,7,1230,1930
945000,2,3,2540,7089,2,3,9,2540,2004
200450,3,1,970,9130,1,3,6,970,1957
219950,3,2,1070,6601,1,3,6,1070,1985
659500,4,3,2620,18362,1,4,8,1870,1956
746000,4,3,2110,8190,2,5,8,2110,1966
540000,3,2,2110,7129,1,3,8,1280,1982
485000,5,2,1910,5508,1,3,7,1020,1968
202000,2,1,670,7844,1,3,6,670,1942
2525000,4,6,6930,45100,1,4,11,4310,1950
502000,3,3,2010,11200,1,3,8,1360,1979
279000,2,3,1770,10534,1,3,8,1210,2003
409500,3,1,1340,4120,1,4,7,1040,1921
453000,3,2,1660,15050,1,3,7,1260,1983
367000,4,1,1820,5500,2,3,6,1820,1947
550000,3,3,2510,5400,2,3,9,2510,1992
273500,3,2,1560,8314,1,3,7,1560,1962
505000,4,3,2280,7400,1,3,7,1340,1978
770000,3,3,2650,40705,2,3,9,2650,1994
565000,4,2,2470,7447,2,3,8,2470,1984
316000,3,1,1270,10092,1,5,7,1270,1971
160000,4,1,1520,7298,2,3,7,1520,1960
170000,3,1,1310,9529,1,3,7,1310,1956
235000,3,1,1310,9529,1,3,7,1310,1956
1799000,4,4,3930,39098,2,3,12,3930,1999
310000,3,1,990,7050,1,3,7,990,1967
285000,4,2,2080,13629,1,4,7,1040,1955
280000,2,1,960,4920,1,3,6,960,1942
2298000,4,4,4070,13860,2,3,10,4070,2004
763776,4,3,2750,16139,2,3,9,2750,1989
530000,5,3,3230,13572,1,3,8,1880,1965
362000,1,1,890,211576,2,3,7,890,1996
430000,2,1,990,4920,1,3,6,990,1931
456500,3,1,1290,3880,2,4,7,1290,1919
445000,4,3,2170,5257,2,3,7,2170,1989
